game_pk,hp_umpire_id,hp_umpire_name,game_total_k
633043,427243,Marvin Hudson,7
633044,623946,Malachi Moore,16
633045,503502,Ryan Blakney,22
633046,594151,Ramon De Jesus,24
633047,427235,Sam Holbrook,19
633048,644760,Adam Beck,15
633049,521889,Stu Scheurwater,14
633050,427243,Marvin Hudson,10
633051,577468,Roberto Ortiz,22
633052,605672,Jeremie Rehak,28
633053,427292,Ron Kulpa,13
633054,427538,Joe West,16
633055,521051,Nick Mahrley,14
633056,544728,Nic Lentz,18
633057,427554,Jim Wolf,11
633058,483912,Mike Muchlinski,15
633059,427315,Alfonso Márquez,16
633060,427095,Kerwin Danley,14
633061,596809,Ryan Additon,21
633062,427509,Tim Timmons,17
633063,503490,Chris Segal,17
633064,427044,CB Bucknor,16
633065,482631,Mike Estabrook,19
633066,598411,Nestor Ceja,16
633067,504381,Will Little,20
633068,483561,Lance Barrett,19
633069,573769,Jeremy Riggs,21
633070,596740,Jansen Visconti,18
633071,482666,D.J. Reyburn,18
633072,427509,Tim Timmons,10
633073,483564,Dan Bellino,18
633074,427538,Joe West,16
633075,605670,Dan Merzel,10
633076,489985,Chad Whitson,12
633077,503493,Sean Barber,18
633078,483919,Mark Ripperger,13
633079,427019,Ted Barrett,14
633080,503586,Tripp Gibson,13
633081,573596,Pat Hoberg,12
633082,427424,Jim Reynolds,14
633083,427139,Doug Eddings,21
633084,664265,Jose Navas,23
633085,427164,Andy Fletcher,15
633086,427090,Fieldin Culbreth,14
633087,427248,Dan Iassogna,23
633088,427366,Brian O'Nora,19
633089,573596,Pat Hoberg,16
633090,427013,Lance Barksdale,24
633091,605672,Jeremie Rehak,7
633092,427520,Larry Vanover,21
633093,596809,Ryan Additon,14
633094,427286,Brian Knight,15
633095,577468,Roberto Ortiz,17
633096,503502,Ryan Blakney,21
633097,427113,Laz Diaz,17
633098,429805,Todd Tichenor,15
633099,427128,Rob Drake,18
633100,427053,Mark Carlson,20
633101,427184,Greg Gibson,20
633102,427103,Gerry Davis,17
633103,482641,Adrian Johnson,15
633104,596805,John Libka,24
633105,594151,Ramon De Jesus,14
633106,482641,Adrian Johnson,13
633107,427197,Chris Guccione,14
633108,427413,Tony Randazzo,13
633109,598411,Nestor Ceja,19
633110,521051,Nick Mahrley,13
633111,427537,Hunter Wendelstedt,21
633112,427362,Jeff Nelson,13
633113,428442,James Hoye,17
633114,577468,Roberto Ortiz,18
633115,503493,Sean Barber,9
633116,482608,Scott Barry,17
633117,427044,CB Bucknor,17
633118,511890,Quinn Wolcott,18
633119,483561,Lance Barrett,9
633120,482666,D.J. Reyburn,24
633121,427095,Kerwin Danley,13
633122,504381,Will Little,24
633123,427243,Marvin Hudson,14
633124,605670,Dan Merzel,16
633125,427554,Jim Wolf,18
633126,427315,Alfonso Márquez,19
633127,547380,Carlos Torres,24
633128,554242,Edwin Moscoso,21
633129,428442,James Hoye,12
633130,607884,Paul Clemons,18
633131,427095,Kerwin Danley,20
633132,573597,Gabe Morales,11
633133,427520,Larry Vanover,16
633134,482620,Chris Conroy,13
633135,427344,Bill Miller,21
633136,427509,Tim Timmons,14
633137,483564,Dan Bellino,16
633138,573769,Jeremy Riggs,14
633139,427184,Greg Gibson,19
633140,598411,Nestor Ceja,19
633141,431232,Chad Fairchild,15
633142,484499,Manny Gonzalez,24
633143,427164,Andy Fletcher,22
633144,427113,Laz Diaz,19
633145,427286,Brian Knight,12
633146,644760,Adam Beck,17
633147,664265,Jose Navas,19
633148,623946,Malachi Moore,18
633149,427235,Sam Holbrook,14
633150,484499,Manny Gonzalez,13
633151,427248,Dan Iassogna,20
633152,427534,Bill Welke,15
633153,427424,Jim Reynolds,15
633154,503493,Sean Barber,14
633155,427090,Fieldin Culbreth,15
633156,554242,Edwin Moscoso,16
633157,427128,Rob Drake,19
633158,503586,Tripp Gibson,14
633159,577468,Roberto Ortiz,14
633160,482608,Scott Barry,16
633161,503490,Chris Segal,13
633162,547380,Carlos Torres,15
633163,596805,John Libka,15
633164,623946,Malachi Moore,14
633165,521251,Ben May,19
633166,427044,CB Bucknor,17
633167,605672,Jeremie Rehak,21
633168,521251,Ben May,16
633169,483912,Mike Muchlinski,16
633170,427534,Bill Welke,19
633171,427362,Jeff Nelson,21
633172,427339,Jerry Meals,17
633173,427224,Ed Hickox,18
633174,427366,Brian O'Nora,14
633175,503077,Adam Hamari,15
633176,427538,Joe West,15
633177,431232,Chad Fairchild,22
633178,484499,Manny Gonzalez,19
633179,484183,Cory Blaser,12
633180,427424,Jim Reynolds,15
633181,484198,Alan Porter,24
633182,427093,Phil Cuzzi,20
633183,573769,Jeremy Riggs,13
633184,427044,CB Bucknor,19
633185,427413,Tony Randazzo,17
633186,573596,Pat Hoberg,14
633187,489985,Chad Whitson,18
633188,483569,Vic Carapazza,17
633189,594151,Ramon De Jesus,17
633190,521251,Ben May,10
633191,484183,Cory Blaser,10
633192,427013,Lance Barksdale,22
633193,594151,Ramon De Jesus,22
633194,489985,Chad Whitson,14
633195,544728,Nic Lentz,14
633196,427339,Jerry Meals,14
633197,427315,Alfonso Márquez,17
633198,427197,Chris Guccione,17
633199,427248,Dan Iassogna,23
633200,427129,Bruce Dreckman,16
633201,427053,Mark Carlson,20
633202,427220,Angel Hernandez,16
633203,431232,Chad Fairchild,11
633204,482620,Chris Conroy,17
633205,427197,Chris Guccione,15
633206,511890,Quinn Wolcott,21
633207,427344,Bill Miller,19
633208,521051,Nick Mahrley,20
633209,427206,Tom Hallion,19
633210,427139,Doug Eddings,23
633211,429805,Todd Tichenor,11
633212,503077,Adam Hamari,14
633213,428442,James Hoye,18
633214,521889,Stu Scheurwater,15
633215,482631,Mike Estabrook,26
633216,427053,Mark Carlson,19
633217,427164,Andy Fletcher,16
633218,427413,Tony Randazzo,16
633219,483561,Lance Barrett,12
633220,427093,Phil Cuzzi,18
633221,503502,Ryan Blakney,17
633222,490319,Jordan Baker,21
633223,427220,Angel Hernandez,15
633224,547380,Carlos Torres,13
633225,427090,Fieldin Culbreth,20
633226,482631,Mike Estabrook,17
633227,427013,Lance Barksdale,18
633228,429805,Todd Tichenor,18
633229,427554,Jim Wolf,31
633230,427113,Laz Diaz,23
633231,427235,Sam Holbrook,19
633232,596809,Ryan Additon,16
633233,577468,Roberto Ortiz,16
633234,483569,Vic Carapazza,21
633235,573769,Jeremy Riggs,18
633236,482666,D.J. Reyburn,21
633237,482641,Adrian Johnson,14
633238,573597,Gabe Morales,18
633239,427093,Phil Cuzzi,13
633240,427315,Alfonso Márquez,11
633241,427362,Jeff Nelson,15
633242,427206,Tom Hallion,12
633243,427554,Jim Wolf,17
633244,596740,Jansen Visconti,21
633245,482620,Chris Conroy,17
633246,598411,Nestor Ceja,19
633247,482608,Scott Barry,17
633248,427534,Bill Welke,14
633249,427139,Doug Eddings,13
633250,427509,Tim Timmons,9
633251,427128,Rob Drake,12
633252,483561,Lance Barrett,25
633253,547380,Carlos Torres,24
633254,598411,Nestor Ceja,23
633255,484183,Cory Blaser,21
633256,521889,Stu Scheurwater,5
633257,427366,Brian O'Nora,18
633258,427292,Ron Kulpa,18
633259,605672,Jeremie Rehak,17
633260,483912,Mike Muchlinski,14
633261,483919,Mark Ripperger,19
633262,427286,Brian Knight,12
633263,427509,Tim Timmons,20
633264,427248,Dan Iassogna,23
633265,427292,Ron Kulpa,23
633266,427184,Greg Gibson,18
633267,490319,Jordan Baker,17
633268,503493,Sean Barber,20
633269,427286,Brian Knight,16
633270,482620,Chris Conroy,16
633271,427224,Ed Hickox,21
633272,482666,D.J. Reyburn,11
633273,484499,Manny Gonzalez,17
633274,596805,John Libka,21
633275,503586,Tripp Gibson,16
633276,427019,Ted Barrett,17
633277,554242,Edwin Moscoso,20
633278,594151,Ramon De Jesus,17
633279,427243,Marvin Hudson,23
633280,521051,Nick Mahrley,11
633281,427424,Jim Reynolds,8
633282,598411,Nestor Ceja,25
633283,427044,CB Bucknor,18
633284,427538,Joe West,28
633285,489985,Chad Whitson,17
633286,544728,Nic Lentz,21
633287,573596,Pat Hoberg,16
633288,427095,Kerwin Danley,16
633289,427184,Greg Gibson,18
633290,427243,Marvin Hudson,11
633291,427339,Jerry Meals,17
633292,596809,Ryan Additon,11
633293,573596,Pat Hoberg,21
633294,596809,Ryan Additon,18
633295,427164,Andy Fletcher,13
633296,427013,Lance Barksdale,19
633297,554242,Edwin Moscoso,9
633298,427362,Jeff Nelson,20
633299,427095,Kerwin Danley,15
633300,503490,Chris Segal,22
633301,503502,Ryan Blakney,18
633302,429805,Todd Tichenor,15
633303,482663,David Rackley,11
633304,484183,Cory Blaser,21
633305,428442,James Hoye,12
633306,427164,Andy Fletcher,20
633307,504381,Will Little,19
633308,427248,Dan Iassogna,16
633309,427344,Bill Miller,24
633310,427113,Laz Diaz,17
633311,427413,Tony Randazzo,15
633312,503490,Chris Segal,21
633313,573597,Gabe Morales,18
633314,482641,Adrian Johnson,16
633315,489985,Chad Whitson,20
633316,427538,Joe West,20
633317,511890,Quinn Wolcott,11
633318,608093,Junior Valentine,13
633319,427019,Ted Barrett,21
633320,427424,Jim Reynolds,18
633321,503077,Adam Hamari,15
633322,482663,David Rackley,13
633323,427129,Bruce Dreckman,13
633324,427053,Mark Carlson,22
633325,605672,Jeremie Rehak,10
633326,482608,Scott Barry,16
633327,596740,Jansen Visconti,16
633328,521251,Ben May,15
633329,427044,CB Bucknor,14
633330,427206,Tom Hallion,13
633331,482663,David Rackley,10
633332,573769,Jeremy Riggs,19
633333,598411,Nestor Ceja,25
633334,427235,Sam Holbrook,18
633335,427224,Ed Hickox,17
633336,490319,Jordan Baker,19
633337,427139,Doug Eddings,13
633338,483569,Vic Carapazza,30
633339,427184,Greg Gibson,17
633340,545402,John Bacon,18
633341,431232,Chad Fairchild,14
633342,521051,Nick Mahrley,15
633343,427044,CB Bucknor,16
633344,427339,Jerry Meals,15
633345,544728,Nic Lentz,16
633346,427520,Larry Vanover,14
633347,577468,Roberto Ortiz,14
633348,483919,Mark Ripperger,12
633349,596805,John Libka,19
633350,483912,Mike Muchlinski,23
633351,427366,Brian O'Nora,19
633352,596740,Jansen Visconti,26
633353,605670,Dan Merzel,17
633354,521251,Ben May,20
633355,427243,Marvin Hudson,12
633356,427315,Alfonso Márquez,17
633357,427534,Bill Welke,18
633358,503493,Sean Barber,16
633359,427128,Rob Drake,18
633360,504381,Will Little,13
633361,483912,Mike Muchlinski,22
633362,608093,Junior Valentine,12
633363,427164,Andy Fletcher,13
633364,573597,Gabe Morales,17
633365,427509,Tim Timmons,13
633366,605670,Dan Merzel,17
633367,503077,Adam Hamari,15
633368,482620,Chris Conroy,17
633369,482608,Scott Barry,21
633370,483561,Lance Barrett,19
633371,429805,Todd Tichenor,19
633372,483564,Dan Bellino,14
633373,503586,Tripp Gibson,22
633374,484198,Alan Porter,14
633375,554242,Edwin Moscoso,15
633376,547380,Carlos Torres,21
633377,484499,Manny Gonzalez,15
633378,431232,Chad Fairchild,15
633379,503493,Sean Barber,20
633380,482641,Adrian Johnson,14
633381,596809,Ryan Additon,12
633382,427413,Tony Randazzo,20
633383,605672,Jeremie Rehak,17
633384,545402,John Bacon,16
633385,644760,Adam Beck,19
633386,544728,Nic Lentz,10
633387,608093,Junior Valentine,23
633388,521251,Ben May,20
633389,427315,Alfonso Márquez,15
633390,644760,Adam Beck,15
633391,575629,Shane Livensparger,16
633392,483564,Dan Bellino,16
633393,427538,Joe West,24
633394,573769,Jeremy Riggs,16
633395,511890,Quinn Wolcott,22
633396,427095,Kerwin Danley,11
633397,427129,Bruce Dreckman,17
633398,482631,Mike Estabrook,26
633399,482663,David Rackley,22
633400,427139,Doug Eddings,18
633401,483564,Dan Bellino,15
633402,429805,Todd Tichenor,11
633403,427537,Hunter Wendelstedt,15
633404,605674,Ryan Wills,15
633405,573769,Jeremy Riggs,16
633406,573596,Pat Hoberg,19
633407,427139,Doug Eddings,16
633408,521051,Nick Mahrley,20
633409,428442,James Hoye,20
633410,483919,Mark Ripperger,18
633411,484183,Cory Blaser,21
633412,503586,Tripp Gibson,19
633413,427053,Mark Carlson,15
633414,483569,Vic Carapazza,18
633415,427019,Ted Barrett,10
633416,482608,Scott Barry,16
633417,503502,Ryan Blakney,18
633418,594151,Ramon De Jesus,21
633419,427093,Phil Cuzzi,26
633420,545402,John Bacon,18
633421,608093,Junior Valentine,24
633422,427044,CB Bucknor,15
633423,427248,Dan Iassogna,22
633424,427220,Angel Hernandez,12
633425,503077,Adam Hamari,13
633426,483569,Vic Carapazza,9
633427,503490,Chris Segal,19
633428,427235,Sam Holbrook,10
633429,577468,Roberto Ortiz,14
633430,489985,Chad Whitson,16
633431,427128,Rob Drake,24
633432,489985,Chad Whitson,17
633433,427184,Greg Gibson,17
633434,554242,Edwin Moscoso,18
633435,521051,Nick Mahrley,8
633436,605672,Jeremie Rehak,16
633437,484198,Alan Porter,18
633438,573596,Pat Hoberg,19
633439,504381,Will Little,11
633440,427090,Fieldin Culbreth,25
633441,598411,Nestor Ceja,22
633442,427206,Tom Hallion,20
633443,427235,Sam Holbrook,12
633444,427248,Dan Iassogna,16
633445,482663,David Rackley,20
633446,521251,Ben May,22
633447,431232,Chad Fairchild,17
633448,427197,Chris Guccione,18
633449,608093,Junior Valentine,14
633450,427362,Jeff Nelson,17
633451,596740,Jansen Visconti,27
633452,521889,Stu Scheurwater,16
633453,427424,Jim Reynolds,15
633454,427537,Hunter Wendelstedt,24
633455,484183,Cory Blaser,12
633456,596809,Ryan Additon,19
633457,427413,Tony Randazzo,17
633458,427220,Angel Hernandez,21
633459,573597,Gabe Morales,18
633460,427013,Lance Barksdale,12
633461,482666,D.J. Reyburn,15
633462,427554,Jim Wolf,26
633463,431232,Chad Fairchild,13
633464,511890,Quinn Wolcott,21
633465,427128,Rob Drake,15
633466,605674,Ryan Wills,17
633467,575629,Shane Livensparger,9
633468,427164,Andy Fletcher,17
633469,427339,Jerry Meals,12
633470,427362,Jeff Nelson,18
633471,521889,Stu Scheurwater,17
633472,503502,Ryan Blakney,27
633473,427197,Chris Guccione,17
633474,605672,Jeremie Rehak,18
633475,429805,Todd Tichenor,10
633476,484198,Alan Porter,14
633477,503490,Chris Segal,20
633478,503493,Sean Barber,10
633479,503077,Adam Hamari,14
633480,503586,Tripp Gibson,17
633481,427113,Laz Diaz,7
633482,503586,Tripp Gibson,17
633483,427095,Kerwin Danley,16
633484,596805,John Libka,16
633485,427044,CB Bucknor,18
633486,427164,Andy Fletcher,19
633487,427339,Jerry Meals,25
633488,427090,Fieldin Culbreth,16
633489,427243,Marvin Hudson,16
633490,596740,Jansen Visconti,11
633491,605670,Dan Merzel,19
633492,521889,Stu Scheurwater,13
633493,482631,Mike Estabrook,26
633494,427554,Jim Wolf,19
633495,483919,Mark Ripperger,22
633496,427424,Jim Reynolds,15
633497,483564,Dan Bellino,19
633498,427537,Hunter Wendelstedt,13
633499,427206,Tom Hallion,16
633500,483561,Lance Barrett,18
633501,427093,Phil Cuzzi,20
633502,511890,Quinn Wolcott,7
633503,482608,Scott Barry,13
633504,596809,Ryan Additon,18
633505,427366,Brian O'Nora,15
633506,482631,Mike Estabrook,14
633507,427095,Kerwin Danley,14
633508,577468,Roberto Ortiz,19
633509,483912,Mike Muchlinski,14
633510,427113,Laz Diaz,21
633511,483630,John Tumpane,21
633512,427013,Lance Barksdale,10
633513,482631,Mike Estabrook,19
633514,605674,Ryan Wills,20
633515,427129,Bruce Dreckman,16
633516,573596,Pat Hoberg,14
633517,483919,Mark Ripperger,19
633518,596805,John Libka,19
633519,427093,Phil Cuzzi,22
633520,427538,Joe West,9
633521,484499,Manny Gonzalez,13
633522,427129,Bruce Dreckman,15
633523,427315,Alfonso Márquez,16
633524,427206,Tom Hallion,21
633525,427286,Brian Knight,18
633526,427538,Joe West,10
633527,427509,Tim Timmons,15
633528,427533,Mark Wegner,17
633529,482641,Adrian Johnson,14
633530,427235,Sam Holbrook,13
633531,490319,Jordan Baker,13
633532,596805,John Libka,16
633533,482666,D.J. Reyburn,17
633534,482620,Chris Conroy,21
633535,427344,Bill Miller,17
633536,554242,Edwin Moscoso,18
633537,503586,Tripp Gibson,17
633538,484198,Alan Porter,17
633539,427139,Doug Eddings,16
633540,503490,Chris Segal,19
633541,427129,Bruce Dreckman,12
633542,521051,Nick Mahrley,25
633543,427053,Mark Carlson,20
633544,427019,Ted Barrett,18
633545,483564,Dan Bellino,23
633546,547380,Carlos Torres,14
633547,427019,Ted Barrett,18
633548,596740,Jansen Visconti,24
633549,427509,Tim Timmons,23
633550,483561,Lance Barrett,19
633551,573597,Gabe Morales,20
633552,483569,Vic Carapazza,21
633553,427164,Andy Fletcher,11
633554,554242,Edwin Moscoso,23
633555,594151,Ramon De Jesus,9
633556,521251,Ben May,12
633557,431232,Chad Fairchild,19
633558,427235,Sam Holbrook,15
633559,605673,Alex Tosi,18
633560,544728,Nic Lentz,17
633561,427292,Ron Kulpa,17
633562,573769,Jeremy Riggs,27
633563,427090,Fieldin Culbreth,23
633564,598411,Nestor Ceja,15
633565,489985,Chad Whitson,15
633566,482663,David Rackley,19
633567,484499,Manny Gonzalez,14
633568,644760,Adam Beck,12
633569,427243,Marvin Hudson,22
633570,596809,Ryan Additon,32
633571,427113,Laz Diaz,16
633572,483569,Vic Carapazza,17
633573,577468,Roberto Ortiz,22
633574,644760,Adam Beck,14
633575,483630,John Tumpane,23
633576,605673,Alex Tosi,15
633577,605674,Ryan Wills,14
633578,503502,Ryan Blakney,22
633579,427206,Tom Hallion,21
633580,427554,Jim Wolf,14
633581,482631,Mike Estabrook,16
633582,427344,Bill Miller,16
633583,427044,CB Bucknor,13
633584,547380,Carlos Torres,15
633585,598411,Nestor Ceja,12
633587,644760,Adam Beck,19
633588,483912,Mike Muchlinski,25
633589,521051,Nick Mahrley,14
633590,427315,Alfonso Márquez,14
633591,577468,Roberto Ortiz,17
633592,605670,Dan Merzel,19
633593,596740,Jansen Visconti,19
633594,484183,Cory Blaser,13
633596,427520,Larry Vanover,20
633597,596809,Ryan Additon,17
633598,427139,Doug Eddings,21
633599,427248,Dan Iassogna,31
633600,483919,Mark Ripperger,16
633601,482608,Scott Barry,18
633602,594151,Ramon De Jesus,18
633603,573769,Jeremy Riggs,25
633604,573597,Gabe Morales,16
633605,427248,Dan Iassogna,13
633606,503493,Sean Barber,21
633607,596805,John Libka,13
633608,482666,D.J. Reyburn,20
633609,427129,Bruce Dreckman,19
633610,427537,Hunter Wendelstedt,17
633611,427184,Greg Gibson,19
633612,427243,Marvin Hudson,17
633613,575629,Shane Livensparger,16
633614,427197,Chris Guccione,18
633615,511890,Quinn Wolcott,14
633616,482631,Mike Estabrook,17
633617,482663,David Rackley,12
633618,427095,Kerwin Danley,16
633619,483569,Vic Carapazza,12
633620,484183,Cory Blaser,22
633621,427286,Brian Knight,19
633622,427093,Phil Cuzzi,11
633623,427362,Jeff Nelson,11
633624,573769,Jeremy Riggs,13
633626,427184,Greg Gibson,19
633627,428442,James Hoye,17
633628,594151,Ramon De Jesus,12
633629,521889,Stu Scheurwater,16
633630,483561,Lance Barrett,20
633632,427286,Brian Knight,13
633633,431232,Chad Fairchild,15
633634,427090,Fieldin Culbreth,22
633636,427339,Jerry Meals,14
633638,427220,Angel Hernandez,15
633641,483912,Mike Muchlinski,21
633645,644760,Adam Beck,16
633650,428442,James Hoye,17
633651,490319,Jordan Baker,25
633652,482631,Mike Estabrook,17
633653,503077,Adam Hamari,13
633654,503502,Ryan Blakney,19
633655,503493,Sean Barber,17
633656,554242,Edwin Moscoso,15
633658,504381,Will Little,17
633659,427235,Sam Holbrook,18
633661,544728,Nic Lentz,22
633665,489985,Chad Whitson,25
633670,427139,Doug Eddings,27
633673,503502,Ryan Blakney,23
633675,605674,Ryan Wills,14
633676,428442,James Hoye,16
633677,484499,Manny Gonzalez,21
633678,547380,Carlos Torres,15
633679,484183,Cory Blaser,12
633680,596805,John Libka,18
633681,427315,Alfonso Márquez,26
633683,427554,Jim Wolf,19
633684,605673,Alex Tosi,15
633687,427533,Mark Wegner,15
633688,573596,Pat Hoberg,18
633689,483912,Mike Muchlinski,15
633690,482666,D.J. Reyburn,21
633691,429805,Todd Tichenor,14
633692,503586,Tripp Gibson,20
633693,484198,Alan Porter,10
633694,427197,Chris Guccione,19
633695,427044,CB Bucknor,17
633696,427128,Rob Drake,11
633697,427538,Joe West,20
633698,503490,Chris Segal,12
633699,521051,Nick Mahrley,23
633700,577468,Roberto Ortiz,17
633701,427344,Bill Miller,13
633702,484198,Alan Porter,23
633703,427139,Doug Eddings,11
633704,594151,Ramon De Jesus,15
633705,427554,Jim Wolf,15
633706,644661,Kyle McCrady,12
633707,575629,Shane Livensparger,14
633708,427013,Lance Barksdale,18
633709,596809,Ryan Additon,13
633710,427053,Mark Carlson,14
633711,573597,Gabe Morales,19
633712,504381,Will Little,17
633713,483564,Dan Bellino,19
633714,427509,Tim Timmons,27
633715,429805,Todd Tichenor,16
633716,605670,Dan Merzel,20
633717,427013,Lance Barksdale,16
